area_code_per_principal_codes_website,JACS_3.0_subject_area,principal_code,JACS_3.0_principal_subject,area_code_per_detailed_codes_website,area_per_detailed_codes_website,detailed_code,JACS_3.0_detailed_subject,flatJACS_3.0_detailed_subject
5,Agriculture & related subjects,D3,Animal science,D,"Veterinary Sciences, Agriculture and related subjects",D390,Animal sciences not elsewhere classified,Animal sciences not elsewhere classified
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D400,Agriculture,Agriculture
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D410,Arable & fruit farming,Arable & fruit farming
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D411,Agricultural pests & diseases,Agricultural pests & diseases
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D412,Crop physiology,Crop physiology
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D413,Crop nutrition,Crop nutrition
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D414,Crop protection,Crop protection
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D415,Crop production,Crop production
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D416,Glasshouse culture,Glasshouse culture
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D417,Amenity horticulture,Amenity horticulture
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D418,Exotic plants & crops,Exotic plants & crops
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D420,Livestock,Livestock
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D421,Livestock husbandry,Livestock husbandry
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D422,Equine studies,Equine studies
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D423,Poultry keeping,Poultry keeping
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D424,Game keeping,Game keeping
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D425,Exotic livestock,Exotic livestock
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D430,Fish farming,Fish farming
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D431,Fish husbandry,Fish husbandry
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D432,Freshwater fish,Freshwater fish
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D433,Saltwater fish,Saltwater fish
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D434,Ornamental fish,Ornamental fish
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D435,Aquaculture,Aquaculture
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D440,Rural estate management,Rural estate management
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D441,Farm management,Farm management
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D442,Game keeping management,Game keeping management
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D443,Water resource management,Water resource management
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D444,Land management for recreation,Land management for recreation
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D445,Biological heritage site management,Biological heritage site management
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D446,Wilderness management,Wilderness management
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D447,Environmental conservation,Environmental conservation
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D448,Sustainable agricultural & landscape development,Sustainable agricultural & landscape development
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D450,International agriculture,International agriculture
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D460,Organic farming,Organic farming
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D461,Organic arable & fruit farming,Organic arable & fruit farming
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D462,Organic livestock,Organic livestock
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D463,Organic fish farming,Organic fish farming
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D470,Agricultural technology,Agricultural technology
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D471,Agricultural machinery,Agricultural machinery
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D472,Agricultural irrigation & drainage,Agricultural irrigation & drainage
5,Agriculture & related subjects,D4,Agriculture,D,"Veterinary Sciences, Agriculture and related subjects",D490,Agriculture not elsewhere classified,Agriculture not elsewhere classified
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D500,Forestry & arboriculture,Forestry & arboriculture
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D510,Trees & shrubs,Trees & shrubs
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D511,Forestry pests & diseases,Forestry pests & diseases
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D512,Tree physiology,Tree physiology
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D513,Tree nutrition,Tree nutrition
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D514,Tree protection,Tree protection
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D515,Tree production,Tree production
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D516,Timber production,Timber production
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D517,Community forestry,Community forestry
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D520,International forestry,International forestry
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D530,Organic forestry,Organic forestry
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D540,Forestry technology,Forestry technology
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D541,Forestry irrigation & drainage,Forestry irrigation & drainage
5,Agriculture & related subjects,D5,Forestry & arboriculture,D,"Veterinary Sciences, Agriculture and related subjects",D590,Forestry not elsewhere classified,Forestry not elsewhere classified
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D600,Food & beverage studies,Food & beverage studies
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D610,Food science,Food science
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D611,Meat science,Meat science
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D612,Cereal science,Cereal science
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D613,Vegetable science,Vegetable science
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D614,Fruit science,Fruit science
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D620,Food hygiene,Food hygiene
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D630,Food & beverage production,Food & beverage production
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D631,Food & beverage manufacture,Food & beverage manufacture
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D632,Food & beverage processing,Food & beverage processing
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D633,Food & beverage technology,Food & beverage technology
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D634,Industrial baking,Industrial baking
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D635,Industrial brewing,Industrial brewing
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D640,Food & beverages for the consumer,Food & beverages for the consumer
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D641,Food & beverage packaging,Food & beverage packaging
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D642,Food & beverage delivery,Food & beverage delivery
5,Agriculture & related subjects,D6,Food & beverage studies,D,"Veterinary Sciences, Agriculture and related subjects",D690,Food & beverage studies not elsewhere classified,Food & beverage studies not elsewhere classified
5,Agriculture & related subjects,D7,Agricultural sciences,D,"Veterinary Sciences, Agriculture and related subjects",D700,Agricultural sciences,Agricultural sciences
5,Agriculture & related subjects,D7,Agricultural sciences,D,"Veterinary Sciences, Agriculture and related subjects",D710,Agricultural biology,Agricultural biology
5,Agriculture & related subjects,D7,Agricultural sciences,D,"Veterinary Sciences, Agriculture and related subjects",D711,Agricultural microbiology,Agricultural microbiology
5,Agriculture & related subjects,D7,Agricultural sciences,D,"Veterinary Sciences, Agriculture and related subjects",D720,Agricultural chemistry,Agricultural chemistry
5,Agriculture & related subjects,D7,Agricultural sciences,D,"Veterinary Sciences, Agriculture and related subjects",D721,Agricultural biochemistry,Agricultural biochemistry
5,Agriculture & related subjects,D7,Agricultural sciences,D,"Veterinary Sciences, Agriculture and related subjects",D730,Agricultural botany,Agricultural botany
5,Agriculture & related subjects,D7,Agricultural sciences,D,"Veterinary Sciences, Agriculture and related subjects",D740,Agricultural zoology,Agricultural zoology
5,Agriculture & related subjects,D7,Agricultural sciences,D,"Veterinary Sciences, Agriculture and related subjects",D750,Soil as an agricultural medium,Soil as an agricultural medium
5,Agriculture & related subjects,D7,Agricultural sciences,D,"Veterinary Sciences, Agriculture and related subjects",D790,Agricultural sciences not elsewhere classified,Agricultural sciences not elsewhere classified
5,Agriculture & related subjects,D9,"Others in veterinary sciences, agriculture & related subjects",D,"Veterinary Sciences, Agriculture and related subjects",D900,"Others in veterinary sciences, agriculture & related subjects","Others in veterinary sciences, agriculture & related subjects"
5,Agriculture & related subjects,D9,"Others in veterinary sciences, agriculture & related subjects",D,"Veterinary Sciences, Agriculture and related subjects",D990,"Veterinary sciences, agriculture & related subjects not elsewhere classified","Veterinary sciences, agriculture & related subjects not elsewhere classified"
6,Physical sciences,F0,Broadly-based programmes within physical sciences,F,Physical Sciences,F000,Physical sciences,Physical sciences
6,Physical sciences,F1,Chemistry,F,Physical Sciences,F100,Chemistry,Chemistry
